"""x-waarde"",""y-waarde"",""CO2"",""CH4"",""NO2"",""NH3"""
51,24,153.56,3.93,54.75,0.02
51,25,196.82,3.19,48.98,0.03
51,26,159.92,2.73,57.47,0.04
51,27,161.41,2.2,33.44,0.03
51,28,144.86,3.9,55.76,0.03
51,29,108.15,2.41,51.26,0.03
51,30,199.54,2.58,52.52,0.03
51,31,192.44,3.49,41.65,0.04
51,32,199.75,3.49,46.53,0.02
51,33,103.49,3.52,40.81,0.03
51,34,132.28,3.04,56.25,0.03
51,35,137.94,2.03,51.09,0.02
51,36,130.59,3.33,36.71,0.04
51,37,118.22,2.98,49.31,0.02
51,38,153.82,2.57,38.99,0.03
51,39,178.78,2.95,38.71,0.03
51,40,129.61,3.28,57.19,0.03
51,41,172.92,3.27,30.58,0.03
51,42,150.44,2.99,36.13,0.04
51,43,180.56,3.75,48.99,0.04
51,44,170.86,3.39,34.92,0.03
51,45,190.89,2.5,35.71,0.03
51,46,136.38,2.2,39.92,0.04
51,47,137.54,2.98,33.93,0.03
51,48,105.57,2.23,57.29,0.03
51,49,160.74,2.23,32.65,0.02
51,50,154.94,2.07,34.95,0.03
51,51,121.99,3.67,46.95,0.03
51,52,169.72,2.25,55.07,0.03
51,53,144.4,3.11,51.77,0.03
51,54,115.88,2.18,34.95,0.04
51,55,142.97,2.26,34.96,0.03
51,56,102.17,2.25,41.38,0.03
51,57,110.36,2.92,58.06,0.03
51,58,184.49,2.92,30.2,0.03
51,59,127.73,3.26,46.64,0.04
51,60,110.11,3.66,45.83,0.03
51,61,167.61,2.33,39.74,0.03
51,62,121.8,3.4,45.25,0.02
51,63,131.65,2.52,47.4,0.03
51,64,119.68,3.43,41.21,0.02
51,65,144.24,3.12,52.33,0.04
51,66,126.46,2.21,58.54,0.03
51,67,171.69,2.55,52.5,0.02
51,68,176.41,2.4,34.0,0.03
51,69,145.93,2.23,58.37,0.03
51,70,182.12,2.38,51.71,0.02
51,71,199.1,2.99,58.45,0.03
51,72,134.2,3.11,42.86,0.04
51,73,130.29,3.66,32.29,0.03
51,74,149.84,2.88,37.57,0.03
51,75,160.41,3.45,36.85,0.02
51,76,170.9,2.21,53.53,0.02
51,77,123.16,2.38,38.48,0.04
51,78,139.05,2.9,34.17,0.02
51,79,126.49,3.84,48.68,0.03
51,80,148.12,2.48,40.79,0.03
51,81,173.33,2.09,59.85,0.03
51,82,193.07,2.63,38.57,0.02
51,83,189.91,2.44,50.4,0.04
51,84,162.91,2.2,34.87,0.03
51,85,190.44,2.04,52.29,0.03
51,86,152.67,3.31,30.78,0.03
51,87,117.4,2.25,49.25,0.03
51,88,126.7,3.45,47.01,0.03
51,89,128.79,2.55,51.88,0.02
51,90,120.62,3.11,52.84,0.04
51,91,146.91,2.58,56.88,0.03
51,92,105.92,3.33,42.77,0.03
51,93,154.31,3.58,54.55,0.03
51,94,137.61,2.49,33.92,0.04
51,95,176.95,3.52,36.49,0.03
51,96,198.56,3.97,52.18,0.04
51,97,156.98,3.84,42.8,0.03
51,98,179.13,2.87,42.66,0.02
51,99,132.03,3.35,43.26,0.02
52,0,140.94,2.79,58.02,0.04
52,1,156.55,3.1,38.17,0.03
52,2,125.97,3.17,56.87,0.04
52,3,158.77,2.67,51.85,0.04
52,4,130.22,3.07,38.97,0.03
52,5,151.1,3.75,43.56,0.03
52,6,117.56,2.68,39.92,0.03
52,7,154.32,3.72,48.39,0.03
52,8,130.19,2.43,46.85,0.03
52,9,181.05,2.57,56.59,0.04
52,10,181.42,3.66,56.87,0.02
52,11,174.13,2.65,38.57,0.03
52,12,111.79,2.78,52.93,0.02
52,13,102.56,3.1,34.3,0.03
52,14,192.74,2.39,30.9,0.03
52,15,120.2,2.08,49.75,0.04
52,16,134.54,2.4,34.07,0.03
52,17,172.78,2.73,41.86,0.02
52,18,129.09,3.24,59.91,0.02
52,19,167.6,2.23,58.73,0.02
52,20,186.07,2.21,52.97,0.04
52,21,192.99,3.46,38.18,0.02
52,22,177.8,3.55,46.86,0.02
52,23,168.17,2.67,56.29,0.03
52,24,138.05,3.97,36.19,0.03
52,25,185.05,3.31,36.23,0.03
52,26,178.2,2.37,55.56,0.03
52,27,110.76,2.53,42.12,0.03
52,28,146.71,2.96,38.82,0.03
52,29,118.62,2.02,35.37,0.02
52,30,183.57,3.18,46.24,0.03
52,31,126.76,3.46,45.71,0.04
52,32,165.41,3.31,33.04,0.02
52,33,116.54,3.57,39.56,0.02
52,34,192.97,2.46,59.04,0.03
52,35,134.37,2.78,40.09,0.02
52,36,195.21,3.73,56.22,0.03
52,37,185.44,2.02,45.44,0.02
52,38,112.96,3.21,41.19,0.04
52,39,192.85,3.78,30.09,0.03
52,40,143.18,2.09,30.04,0.02
52,41,180.2,2.76,46.21,0.04
52,42,173.14,3.49,33.12,0.02
52,43,167.98,2.6,37.36,0.03
52,44,124.04,3.14,57.39,0.03
52,45,100.32,2.22,54.27,0.03
52,46,106.13,2.59,43.91,0.03
52,47,154.4,2.44,58.44,0.02
52,48,193.51,3.33,45.75,0.03
52,49,198.42,3.94,39.85,0.03
52,50,120.34,3.84,58.7,0.03
52,51,125.3,2.77,53.83,0.02
52,52,130.6,3.18,43.62,0.03
52,53,128.24,2.72,40.57,0.03
52,54,111.53,2.54,44.63,0.03
52,55,137.76,2.73,42.34,0.02
52,56,182.74,3.18,41.07,0.02
52,57,146.99,3.5,59.0,0.03
52,58,185.89,2.06,50.51,0.03
52,59,137.1,2.79,46.72,0.03
52,60,128.17,3.66,56.7,0.04
52,61,190.5,3.08,52.49,0.02
52,62,179.3,3.44,48.56,0.04
52,63,197.02,3.82,33.73,0.04
52,64,110.77,2.44,41.58,0.04
52,65,110.01,2.04,30.93,0.04
52,66,121.55,2.08,55.85,0.02
52,67,180.38,2.96,41.7,0.04
52,68,136.37,3.91,31.16,0.02
52,69,185.21,3.03,30.43,0.04
52,70,176.44,2.97,49.56,0.03
52,71,195.89,3.27,46.48,0.03
52,72,148.6,3.26,41.25,0.03
52,73,163.04,2.45,50.36,0.03
52,74,190.0,3.56,45.07,0.03
52,75,185.28,3.14,57.72,0.02
52,76,144.13,3.63,46.29,0.04
52,77,112.51,2.35,54.33,0.02
52,78,189.39,3.98,47.86,0.03
52,79,128.5,3.5,44.88,0.03
52,80,188.17,2.95,45.38,0.03
52,81,158.42,3.68,43.1,0.04
52,82,159.0,2.14,35.27,0.04
52,83,188.84,3.09,43.15,0.04
52,84,176.54,2.09,57.39,0.04
52,85,153.18,3.64,37.84,0.03
52,86,179.05,2.24,50.28,0.03
52,87,125.55,3.32,51.69,0.02
52,88,134.5,2.55,37.04,0.04
52,89,163.98,2.65,46.66,0.03
52,90,168.06,2.61,57.75,0.04
52,91,125.59,3.4,56.37,0.03
52,92,100.01,3.16,51.82,0.04
52,93,124.88,2.11,34.09,0.02
52,94,134.45,2.84,30.87,0.03
52,95,124.11,3.73,48.15,0.03
52,96,104.26,3.12,56.95,0.03
52,97,177.34,3.63,55.34,0.04
52,98,136.05,2.6,42.62,0.03
52,99,155.42,3.17,32.76,0.03
53,0,171.18,3.73,48.62,0.04
53,1,103.08,2.66,50.9,0.03
53,2,135.61,2.09,55.75,0.03
53,3,172.37,2.99,56.71,0.02
53,4,125.94,2.16,38.07,0.03
53,5,135.52,3.56,47.67,0.03
53,6,194.53,2.07,42.2,0.03
53,7,167.6,3.47,36.78,0.02
53,8,115.98,3.96,52.83,0.03
53,9,194.3,3.68,52.36,0.02
53,10,103.19,3.35,47.96,0.03
53,11,194.63,2.38,40.16,0.03
53,12,150.8,3.71,35.53,0.02
53,13,100.82,3.51,45.42,0.03
53,14,165.95,3.28,36.45,0.02
53,15,194.56,2.39,43.84,0.03
53,16,126.16,3.83,41.28,0.03
53,17,124.85,2.32,59.23,0.03
53,18,150.1,3.82,57.4,0.03
53,19,128.57,2.68,50.79,0.03
53,20,107.07,3.76,47.41,0.02
53,21,174.16,2.53,42.06,0.04
53,22,104.95,2.41,42.0,0.03
53,23,126.03,3.7,39.02,0.02
53,24,185.87,2.09,32.65,0.02
53,25,112.87,3.04,45.17,0.04
53,26,156.92,3.2,54.61,0.02
53,27,132.07,3.54,42.8,0.03
53,28,171.53,2.79,54.52,0.03
53,29,176.1,2.92,58.15,0.03
53,30,196.25,2.75,30.86,0.03
53,31,168.11,2.39,52.03,0.04
53,32,161.2,3.63,39.65,0.02
53,33,183.34,2.25,48.96,0.04
53,34,179.06,3.24,35.74,0.03
53,35,177.35,2.85,56.85,0.03
53,36,108.58,2.12,56.41,0.03
53,37,135.16,3.42,41.06,0.04
53,38,131.32,2.19,56.36,0.04
53,39,115.41,2.86,50.08,0.03
53,40,186.84,2.37,48.03,0.03
53,41,162.57,2.28,31.96,0.02
53,42,193.83,3.45,34.84,0.03
53,43,125.09,2.47,59.66,0.03
53,44,164.73,3.01,59.03,0.02
53,45,162.39,3.86,30.78,0.02
53,46,197.32,2.94,53.28,0.03
53,47,154.96,2.79,53.92,0.03
53,48,181.53,2.53,54.72,0.03
53,49,171.25,3.96,53.56,0.03
53,50,132.47,2.18,33.31,0.03
53,51,127.03,2.51,31.02,0.02
53,52,192.58,2.97,38.8,0.02
53,53,186.89,2.48,59.17,0.03
53,54,153.3,2.19,32.01,0.02
53,55,100.9,3.64,37.67,0.02
53,56,140.89,2.35,36.15,0.02
53,57,195.41,3.52,36.28,0.04
53,58,146.28,2.7,45.02,0.03
53,59,137.87,2.41,37.09,0.04
53,60,152.74,2.19,54.67,0.03
53,61,156.7,2.25,43.83,0.03
53,62,137.33,2.2,45.71,0.03
53,63,181.2,2.41,44.18,0.02
53,64,123.85,3.27,35.77,0.04
53,65,143.41,2.4,36.94,0.03
53,66,171.43,2.8,50.31,0.03
53,67,138.92,2.7,40.7,0.02
53,68,194.66,3.1,36.87,0.02
53,69,122.52,2.74,32.01,0.02
53,70,109.61,3.21,59.71,0.04
53,71,160.51,2.76,57.13,0.03
53,72,166.37,3.88,50.47,0.02
53,73,129.09,3.95,56.52,0.04
53,74,151.24,2.11,30.79,0.04
53,75,177.71,3.52,42.79,0.02
53,76,156.35,2.71,53.24,0.03
53,77,177.3,2.35,51.66,0.03
53,78,105.0,3.32,46.72,0.02
53,79,198.1,3.12,41.84,0.04
53,80,154.4,2.5,45.4,0.04
53,81,158.49,2.69,58.7,0.03
53,82,176.97,2.71,52.07,0.02
53,83,145.27,3.38,36.75,0.02
53,84,189.85,2.83,47.41,0.04
53,85,181.62,2.81,48.07,0.04
53,86,164.3,2.11,59.2,0.02
53,87,195.65,3.04,42.1,0.03
53,88,187.92,2.62,52.98,0.04
53,89,176.0,3.24,35.52,0.03
53,90,177.92,2.74,32.45,0.02
53,91,197.59,3.82,44.86,0.03
53,92,124.57,2.66,38.71,0.02
53,93,135.27,2.89,39.2,0.02
53,94,117.96,3.53,52.57,0.04
53,95,120.23,3.05,36.42,0.03
53,96,191.87,2.09,46.98,0.03
53,97,191.29,2.68,47.66,0.04
53,98,120.09,2.51,40.88,0.02
53,99,145.78,2.25,38.86,0.03
54,0,168.04,2.61,45.0,0.03
54,1,119.26,3.42,50.54,0.03
54,2,112.89,2.54,47.22,0.02
54,3,174.9,3.56,49.05,0.03
54,4,103.36,3.55,39.79,0.03
54,5,174.71,3.57,48.23,0.04
54,6,156.85,2.83,34.77,0.03
54,7,148.55,3.3,43.5,0.02
54,8,125.28,3.31,31.04,0.03
54,9,157.3,3.11,57.84,0.03
54,10,118.19,3.12,35.02,0.03
54,11,179.52,3.36,42.42,0.02
54,12,125.34,2.84,58.98,0.04
54,13,194.57,3.11,33.76,0.04
54,14,151.05,2.19,56.49,0.04
54,15,184.4,2.75,40.2,0.02
54,16,134.52,3.83,59.47,0.03
54,17,136.98,2.54,58.7,0.02
54,18,110.17,3.02,55.96,0.03
54,19,137.17,2.99,47.58,0.04
54,20,188.57,3.13,48.12,0.03
54,21,157.55,3.08,35.52,0.04
54,22,171.6,3.28,43.64,0.03
54,23,125.94,3.88,45.07,0.03
54,24,193.17,2.5,44.78,0.03
54,25,107.64,3.27,31.34,0.03
54,26,194.23,2.9,45.22,0.04
54,27,149.49,3.38,52.33,0.03
54,28,130.59,3.47,30.41,0.04
54,29,190.07,3.83,51.85,0.04
54,30,131.78,2.49,55.36,0.03
54,31,168.47,2.46,57.44,0.03
54,32,183.23,2.25,53.71,0.03
54,33,143.94,3.4,55.03,0.04
54,34,101.35,3.7,32.63,0.03
54,35,189.09,2.36,30.28,0.03
54,36,114.07,3.8,50.04,0.03
54,37,137.74,3.39,52.54,0.03
54,38,153.21,2.63,51.75,0.02
54,39,157.22,3.46,56.4,0.03
54,40,165.77,3.46,32.17,0.03
54,41,193.12,2.67,46.99,0.04
54,42,150.78,2.02,37.28,0.02
54,43,134.84,3.91,37.8,0.02
54,44,117.63,3.18,35.2,0.04
54,45,191.22,3.83,56.86,0.03
54,46,163.71,2.34,47.64,0.03
54,47,115.96,2.09,31.63,0.04
54,48,119.67,2.29,39.01,0.03
54,49,133.13,3.08,55.58,0.03
54,50,193.44,2.27,36.95,0.04
54,51,158.92,3.09,41.28,0.02
54,52,104.41,3.12,45.41,0.04
54,53,197.61,3.42,37.5,0.03
54,54,175.51,2.15,51.92,0.02
54,55,160.63,3.58,44.73,0.03
54,56,189.47,3.25,41.4,0.03
54,57,189.79,2.74,52.12,0.03
54,58,178.82,2.73,52.24,0.04
54,59,165.8,2.24,47.21,0.04
54,60,132.42,3.12,54.78,0.03
54,61,171.51,3.43,48.34,0.02
54,62,125.28,3.14,58.2,0.03
54,63,137.2,2.15,58.3,0.03
54,64,184.96,3.69,49.12,0.03
54,65,111.04,3.66,35.05,0.02
54,66,194.56,2.83,48.92,0.02
54,67,105.78,3.86,45.5,0.03
54,68,173.97,3.82,50.38,0.04
54,69,169.42,2.7,30.32,0.03
54,70,164.75,2.63,45.75,0.03
54,71,115.41,2.06,36.01,0.02
54,72,172.7,2.97,37.19,0.03
54,73,122.97,3.98,44.96,0.03
54,74,129.75,3.62,47.67,0.02
54,75,111.89,2.92,35.62,0.04
54,76,173.79,3.74,43.94,0.02
54,77,149.03,2.71,51.61,0.03
54,78,196.22,2.52,50.02,0.04
54,79,145.6,3.96,40.39,0.03
54,80,117.16,2.96,46.94,0.03
54,81,121.63,2.08,33.47,0.02
54,82,107.46,3.36,42.69,0.02
54,83,189.72,3.26,50.43,0.03
54,84,163.36,2.75,30.77,0.02
54,85,140.32,3.8,36.19,0.03
54,86,121.79,3.4,38.16,0.02
54,87,174.3,2.97,41.51,0.03
54,88,127.74,3.6,46.82,0.03
54,89,118.52,2.52,49.76,0.02
54,90,157.21,3.16,33.48,0.03
54,91,173.72,3.78,44.28,0.03
54,92,160.6,2.16,52.01,0.04
54,93,165.47,2.74,34.84,0.03
54,94,160.05,3.82,33.87,0.04
54,95,165.32,2.39,43.91,0.03
54,96,159.65,2.1,35.39,0.03
54,97,179.72,2.73,41.86,0.03
54,98,123.19,2.01,33.45,0.04
54,99,123.86,3.19,58.7,0.03
55,0,119.12,3.92,42.86,0.03
55,1,116.86,3.52,43.95,0.02
55,2,145.67,3.26,30.43,0.04
55,3,102.34,3.83,50.16,0.03
55,4,172.04,2.7,30.8,0.03
55,5,106.65,2.21,49.94,0.03
55,6,173.71,2.64,52.17,0.02
55,7,172.77,3.43,41.49,0.02
55,8,134.34,2.08,48.86,0.04
55,9,117.07,2.44,33.1,0.03
55,10,196.36,2.38,54.23,0.04
55,11,158.27,3.62,39.58,0.03
55,12,184.98,3.73,56.07,0.03
55,13,185.74,2.7,31.61,0.02
55,14,103.09,3.04,42.32,0.02
55,15,164.56,3.99,37.99,0.03
55,16,165.11,3.66,46.77,0.02
55,17,182.1,3.94,37.51,0.03
55,18,172.39,3.54,53.45,0.03
55,19,185.87,3.85,51.37,0.03
55,20,115.3,2.59,51.34,0.03
55,21,124.24,2.12,32.49,0.03
55,22,197.73,3.09,38.45,0.02
55,23,106.84,2.31,39.17,0.03
55,24,198.58,3.72,56.33,0.03
55,25,103.19,3.37,53.75,0.02
55,26,174.37,3.01,47.54,0.04
55,27,153.76,3.67,54.0,0.03
55,28,150.49,3.39,35.06,0.03
55,29,127.42,3.11,46.08,0.02
55,30,185.6,2.76,30.26,0.04
55,31,169.68,2.52,52.47,0.02
55,32,155.23,2.85,45.1,0.03
55,33,142.82,2.16,44.86,0.03
55,34,167.4,3.29,46.75,0.03
55,35,128.44,2.93,51.18,0.03
55,36,178.28,2.54,40.21,0.03
55,37,134.9,3.17,50.23,0.03
55,38,125.28,3.12,56.23,0.02
55,39,160.84,2.12,44.17,0.02
55,40,167.98,3.53,36.1,0.03
55,41,138.85,2.99,53.78,0.02
55,42,114.17,3.24,39.9,0.04
55,43,148.89,2.91,40.09,0.03
55,44,118.45,2.8,45.08,0.04
55,45,127.9,3.61,55.08,0.03
55,46,148.65,3.95,59.3,0.03
55,47,166.15,3.3,38.22,0.03
55,48,104.75,3.99,50.37,0.03
55,49,127.15,2.51,44.14,0.04
55,50,147.85,3.37,32.16,0.04
55,51,184.19,3.1,30.71,0.03
55,52,123.31,2.9,53.81,0.03
55,53,191.11,2.45,45.72,0.03
55,54,181.48,2.43,53.29,0.03
55,55,191.1,3.58,33.46,0.04
55,56,102.72,2.14,53.78,0.02
55,57,184.58,3.47,53.11,0.03
55,58,143.92,2.88,42.44,0.03
55,59,177.83,3.44,48.54,0.04
55,60,107.53,3.15,45.38,0.03
55,61,192.97,3.42,37.78,0.02
55,62,165.24,3.84,34.94,0.03
55,63,142.62,2.7,59.13,0.03
55,64,123.67,2.72,59.28,0.03
55,65,164.66,3.11,36.88,0.04
55,66,198.75,2.78,35.86,0.03
55,67,138.38,2.84,54.93,0.03
55,68,134.0,2.24,39.88,0.03
55,69,136.56,3.33,56.28,0.04
55,70,111.92,2.89,54.04,0.03
55,71,107.83,2.58,37.94,0.04
55,72,182.87,3.91,52.58,0.03
55,73,177.95,3.12,42.81,0.03
55,74,191.99,3.62,52.45,0.03
55,75,194.01,3.46,34.34,0.02
55,76,180.86,2.48,34.08,0.02
55,77,168.88,2.12,53.15,0.03
55,78,149.36,3.08,33.65,0.03
55,79,132.64,3.78,53.05,0.03
55,80,163.89,3.32,36.16,0.02
55,81,101.23,3.35,42.29,0.03
55,82,103.37,2.46,34.86,0.02
55,83,126.72,3.08,52.73,0.03
55,84,120.81,2.6,59.57,0.02
55,85,151.61,3.88,46.43,0.03
55,86,141.67,2.6,52.16,0.02
55,87,167.84,2.8,53.72,0.03
55,88,165.19,2.11,55.77,0.04
55,89,196.95,2.08,56.99,0.04
55,90,189.82,3.68,42.59,0.02
55,91,125.9,3.12,51.1,0.03
55,92,141.4,3.46,34.5,0.04
55,93,170.0,3.81,56.95,0.04
55,94,167.37,3.89,47.12,0.02
55,95,169.89,3.81,50.05,0.02
55,96,126.99,3.99,52.73,0.04
55,97,101.67,3.01,43.84,0.02
55,98,130.93,3.53,48.94,0.04
55,99,133.12,3.85,46.66,0.04
56,0,157.72,2.45,51.67,0.02
56,1,199.13,3.57,42.71,0.03
56,2,107.22,2.75,53.55,0.02
56,3,188.62,3.35,37.78,0.02
56,4,142.25,3.71,46.05,0.04
56,5,101.58,3.31,54.89,0.02
56,6,175.43,2.32,58.67,0.04
56,7,118.31,2.29,37.43,0.03
56,8,106.55,2.54,41.25,0.02
56,9,138.91,3.48,51.99,0.02
56,10,190.4,3.49,30.88,0.03
56,11,104.76,2.49,51.73,0.02
56,12,196.62,2.72,56.64,0.03
56,13,145.97,2.45,51.83,0.02
56,14,110.38,2.28,48.53,0.04
56,15,188.74,3.45,53.28,0.04
56,16,186.71,2.47,52.67,0.02
56,17,195.35,3.0,50.09,0.02
56,18,170.19,3.1,43.04,0.03
56,19,196.41,3.41,40.67,0.03
56,20,162.82,3.87,45.14,0.03
56,21,197.56,2.29,50.89,0.03
56,22,113.55,3.82,36.64,0.03
56,23,183.52,3.2,53.59,0.03
56,24,179.93,3.61,56.2,0.03
56,25,166.68,3.12,56.59,0.03
56,26,144.22,2.53,39.09,0.02
56,27,176.42,2.34,46.11,0.03
56,28,120.26,2.25,44.28,0.03
56,29,156.8,2.39,55.31,0.02
56,30,163.12,3.96,49.06,0.03
56,31,175.0,2.41,47.26,0.03
56,32,192.52,3.22,51.72,0.04
56,33,168.0,2.79,34.01,0.03
56,34,135.1,3.24,35.85,0.02
56,35,192.08,3.51,44.92,0.02
56,36,193.15,2.15,38.26,0.03
56,37,118.51,3.59,44.02,0.04
56,38,140.3,3.75,57.89,0.03
56,39,142.14,2.52,55.53,0.04
56,40,166.53,4.0,48.85,0.03
56,41,186.32,2.9,42.53,0.02
56,42,151.99,2.8,36.37,0.04
56,43,189.75,3.12,44.4,0.02
56,44,109.11,2.43,32.81,0.04
56,45,112.96,2.36,57.01,0.03
56,46,198.21,3.83,39.72,0.04
56,47,140.1,2.56,37.69,0.02
56,48,170.26,2.18,38.51,0.02
56,49,185.54,3.86,50.96,0.04
56,50,104.11,3.75,53.02,0.03
56,51,125.05,2.19,57.55,0.03
56,52,133.02,3.87,35.06,0.03
56,53,197.3,3.1,55.85,0.04
56,54,130.97,3.56,42.32,0.04
56,55,150.08,2.5,56.87,0.03
56,56,119.22,3.84,43.06,0.02
56,57,144.95,3.42,58.81,0.02
56,58,149.48,3.85,41.19,0.03
56,59,126.29,2.3,48.09,0.03
56,60,125.6,2.71,57.32,0.03
56,61,198.61,3.23,38.41,0.02
56,62,178.13,2.51,55.96,0.02
56,63,102.81,3.57,39.0,0.03
56,64,198.07,3.37,59.17,0.02
56,65,133.23,3.61,54.11,0.03
56,66,145.06,2.57,35.26,0.03
56,67,104.03,3.67,57.65,0.03
56,68,126.94,3.17,47.55,0.03
56,69,134.98,3.26,58.02,0.03
56,70,115.44,3.44,55.2,0.03
56,71,189.71,3.66,51.7,0.03
56,72,175.79,3.01,53.33,0.03
56,73,105.23,2.6,53.42,0.03
56,74,113.27,2.41,59.06,0.02
56,75,138.49,2.1,36.44,0.03
56,76,170.89,2.38,56.08,0.04
56,77,115.13,2.64,45.51,0.04
56,78,118.98,2.88,45.84,0.04
56,79,142.17,2.49,35.25,0.04
56,80,130.82,3.79,30.16,0.03
56,81,111.84,2.42,47.31,0.04
56,82,195.87,2.21,40.02,0.02
56,83,197.4,2.52,46.91,0.03
56,84,187.09,3.44,36.15,0.03
56,85,189.57,2.79,33.48,0.04
56,86,167.78,3.9,37.98,0.02
56,87,107.31,2.64,57.27,0.03
56,88,153.99,3.34,31.71,0.02
56,89,111.11,2.28,37.84,0.02
56,90,110.57,3.95,47.48,0.04
56,91,162.96,2.49,39.41,0.03
56,92,159.67,3.65,54.55,0.02
56,93,135.54,2.59,31.96,0.03
56,94,173.05,3.4,57.16,0.02
56,95,189.05,2.0,44.67,0.02
56,96,125.13,2.73,34.13,0.03
56,97,144.91,2.55,30.92,0.04
56,98,105.03,2.36,54.79,0.03
56,99,106.47,3.48,41.99,0.03
57,0,183.98,3.35,51.59,0.03
57,1,146.95,2.18,37.64,0.02
57,2,193.55,3.25,36.46,0.02
57,3,110.13,2.94,31.51,0.03
57,4,171.77,3.39,36.65,0.02
57,5,190.86,3.55,49.63,0.03
57,6,114.43,2.79,34.49,0.02
57,7,163.5,3.7,47.0,0.03
57,8,112.46,2.76,31.5,0.02
57,9,127.67,2.13,50.94,0.02
57,10,175.47,3.2,38.76,0.04
57,11,183.0,2.02,37.81,0.02
57,12,170.38,3.23,48.83,0.02
57,13,130.77,2.29,38.79,0.03
57,14,151.34,2.22,31.48,0.03
57,15,173.72,2.49,51.43,0.03
57,16,106.34,3.03,51.33,0.02
57,17,139.65,2.54,46.48,0.03
57,18,182.45,3.37,45.93,0.03
57,19,127.4,2.43,44.2,0.02
57,20,162.45,3.24,56.64,0.04
57,21,130.84,2.78,31.05,0.03
57,22,152.28,3.03,55.01,0.03
57,23,166.74,2.81,35.58,0.03
57,24,143.5,3.19,52.78,0.04
57,25,113.61,2.87,30.97,0.03
57,26,185.8,2.44,54.92,0.02
57,27,180.3,3.21,37.45,0.03
57,28,172.39,2.05,44.56,0.04
57,29,130.94,2.65,54.85,0.03
57,30,128.73,3.73,52.66,0.03
57,31,150.29,3.02,41.64,0.02
57,32,169.18,2.84,36.37,0.02
57,33,147.11,3.55,52.02,0.04
57,34,114.78,3.93,32.17,0.04
57,35,109.37,2.94,46.27,0.04
57,36,152.12,3.14,40.4,0.03
57,37,127.66,3.76,51.67,0.02
57,38,189.46,2.15,36.45,0.04
57,39,135.96,2.08,30.67,0.03
57,40,107.82,3.93,45.89,0.03
57,41,113.93,3.15,31.14,0.04
57,42,161.2,3.24,52.89,0.02
57,43,196.79,3.22,45.83,0.02
57,44,197.99,2.92,35.23,0.03
57,45,197.56,2.11,41.25,0.02
57,46,129.44,2.61,35.73,0.04
57,47,122.2,3.36,52.96,0.03
57,48,153.26,3.43,38.88,0.04
57,49,110.09,3.86,54.88,0.04
57,50,155.81,2.53,47.62,0.03
57,51,159.35,2.13,33.66,0.03
57,52,196.02,2.2,49.77,0.03
57,53,180.66,3.29,36.59,0.02
57,54,190.87,2.47,56.96,0.02
57,55,185.11,3.5,38.24,0.03
57,56,196.62,2.45,51.72,0.04
57,57,155.59,3.32,47.19,0.02
57,58,112.61,2.52,51.0,0.03
57,59,142.78,3.31,41.84,0.02
57,60,121.86,3.45,44.57,0.03
57,61,143.82,3.3,42.49,0.02
57,62,145.79,2.41,36.29,0.04
57,63,196.71,3.76,54.53,0.03
57,64,118.83,3.1,55.41,0.02
57,65,174.52,3.01,35.54,0.03
57,66,155.72,3.48,43.6,0.03
57,67,102.5,3.22,39.08,0.03
57,68,116.0,3.09,46.31,0.02
57,69,122.98,2.03,38.43,0.03
57,70,171.83,2.7,47.59,0.04
57,71,189.11,3.56,58.41,0.03
57,72,112.95,3.72,46.12,0.03
57,73,134.53,2.83,46.68,0.04
57,74,114.15,3.59,42.15,0.03
57,75,192.18,3.13,39.25,0.03
57,76,189.59,2.69,43.99,0.03
57,77,159.31,3.64,48.71,0.02
57,78,125.49,2.45,55.36,0.04
57,79,135.89,2.14,35.19,0.03
57,80,136.16,2.12,57.51,0.03
57,81,146.66,3.39,39.42,0.03
57,82,153.09,3.8,35.78,0.04
57,83,173.3,3.16,41.78,0.04
57,84,120.03,2.42,34.79,0.03
57,85,194.15,3.15,51.67,0.03
57,86,138.07,2.19,55.34,0.03
57,87,113.31,2.59,35.89,0.02
57,88,138.3,3.71,34.38,0.02
57,89,140.75,2.33,42.77,0.03
57,90,146.73,2.34,37.13,0.03
57,91,199.75,2.45,38.98,0.02
57,92,101.84,3.69,42.33,0.02
57,93,176.75,2.09,55.27,0.02
57,94,105.47,2.39,31.24,0.03
57,95,196.15,2.31,38.83,0.02
57,96,170.34,3.11,39.88,0.03
57,97,131.9,3.24,51.21,0.03
57,98,162.19,3.81,38.24,0.03
57,99,138.48,3.56,31.56,0.03
58,0,176.64,3.32,38.55,0.03
58,1,113.68,2.25,41.09,0.03
58,2,117.81,2.51,51.17,0.02
58,3,186.62,2.56,32.57,0.03
58,4,147.5,3.86,32.68,0.03
58,5,172.33,2.1,35.23,0.04
58,6,155.05,3.58,34.55,0.02
58,7,138.77,2.0,41.43,0.03
58,8,105.44,2.65,30.67,0.04
58,9,138.19,2.42,44.72,0.03
58,10,121.29,3.66,52.32,0.04
58,11,134.51,3.21,59.86,0.04
58,12,159.29,3.68,56.29,0.04
58,13,139.94,2.98,44.18,0.03
58,14,109.61,3.35,37.23,0.03
58,15,174.11,2.38,45.45,0.02
58,16,159.66,3.2,40.83,0.03
58,17,166.21,2.5,46.48,0.04
58,18,161.71,2.51,39.93,0.04
58,19,167.16,2.53,41.62,0.02
58,20,143.51,3.37,59.72,0.02
