x-waarde,y-waarde,CO2,CH4,NO2,NH3,tot_uitstoot,omgevingsuitstoot,Code,Naam,Straat,Huisnr,Postcd,Plaats,Xwaarde,Ywaarde,Maxuitst,Beruitst,Boete,Controle,Freq,Ctpers,_merge
46,77,169.3,3.38,32.15,0.02,434.55,0.0,,,,,,,,,,,,,,,left_only
46,78,131.87,3.85,32.13,0.03,418.77,0.0,,,,,,,,,,,,,,,left_only
46,79,127.45,2.83,34.62,0.02,391.29999999999995,0.0,,,,,,,,,,,,,,,left_only
46,80,190.87,2.46,54.49,0.04,564.8199999999999,0.0,,,,,,,,,,,,,,,left_only
46,81,159.69,3.89,42.32,0.03,498.53999999999996,0.0,,,,,,,,,,,,,,,left_only
46,82,106.92,3.11,32.27,0.02,366.02000000000004,0.0,,,,,,,,,,,,,,,left_only
46,83,165.27,3.84,58.95,0.04,596.02,0.0,,,,,,,,,,,,,,,left_only
46,84,155.57,2.09,50.0,0.03,487.82,0.0,,,,,,,,,,,,,,,left_only
46,85,195.03,3.54,39.64,0.03,511.72999999999996,0.0,,,,,,,,,,,,,,,left_only
46,86,197.3,3.73,38.25,0.03,511.8,0.0,,,,,,,,,,,,,,,left_only
46,87,142.31,3.15,38.74,0.03,444.76,0.0,,,,,,,,,,,,,,,left_only
46,88,174.64,3.63,33.03,0.04,470.53999999999996,0.0,,,,,,,,,,,,,,,left_only
46,89,141.3,3.61,59.3,0.03,558.05,0.0,,,,,,,,,,,,,,,left_only
46,90,107.87,2.06,56.93,0.03,474.02,0.0,,,,,,,,,,,,,,,left_only
46,91,130.86,3.23,40.33,0.03,443.26,0.0,,,,,,,,,,,,,,,left_only
46,92,125.53,2.26,48.07,0.04,462.38,0.0,,,,,,,,,,,,,,,left_only
46,93,124.72,3.78,59.8,0.03,548.22,0.0,,,,,,,,,,,,,,,left_only
46,94,142.42,3.64,31.31,0.02,409.96999999999997,0.0,,,,,,,,,,,,,,,left_only
46,95,194.79,3.48,35.99,0.04,501.74,0.0,,,,,,,,,,,,,,,left_only
46,96,182.85,3.77,46.96,0.03,541.9000000000001,0.0,,,,,,,,,,,,,,,left_only
46,97,177.06,2.52,47.56,0.03,507.86,0.0,,,,,,,,,,,,,,,left_only
46,98,178.08,2.07,33.35,0.04,436.58000000000004,0.0,,,,,,,,,,,,,,,left_only
46,99,192.1,3.78,54.89,0.03,591.05,0.0,,,,,,,,,,,,,,,left_only
47,0,106.9,2.88,39.31,0.03,405.45000000000005,0.0,,,,,,,,,,,,,,,left_only
47,1,141.48,2.15,44.73,0.03,448.88,0.0,,,,,,,,,,,,,,,left_only
47,2,168.85,2.93,36.51,0.02,444.65,0.0,,,,,,,,,,,,,,,left_only
47,3,121.34,2.14,56.03,0.03,484.99,0.0,,,,,,,,,,,,,,,left_only
47,4,164.73,3.44,44.09,0.02,491.18,0.0,,,,,,,,,,,,,,,left_only
47,5,194.26,3.56,58.02,0.03,603.36,0.0,,,,,,,,,,,,,,,left_only
47,6,157.15,3.55,44.13,0.03,496.55,0.0,,,,,,,,,,,,,,,left_only
47,7,116.38,2.32,53.93,0.02,464.03,0.0,,,,,,,,,,,,,,,left_only
47,8,117.69,2.97,51.52,0.03,479.54,0.0,,,,,,,,,,,,,,,left_only
47,9,146.32,2.25,46.64,0.02,455.77,0.0,,,,,,,,,,,,,,,left_only
47,10,153.67,2.77,59.48,0.02,540.3199999999999,0.0,,,,,,,,,,,,,,,left_only
47,11,172.99,3.68,44.45,0.02,507.24,0.0,,,,,,,,,,,,,,,left_only
47,12,158.35,3.15,49.98,0.02,507.0,0.0,,,,,,,,,,,,,,,left_only
47,13,179.6,3.62,31.61,0.03,458.15000000000003,0.0,,,,,,,,,,,,,,,left_only
47,14,102.4,2.85,30.88,0.03,358.05,0.0,,,,,,,,,,,,,,,left_only
47,15,168.87,3.97,40.28,0.03,499.52,0.0,,,,,,,,,,,,,,,left_only
47,16,194.14,2.76,58.33,0.03,584.79,0.0,,,,,,,,,,,,,,,left_only
47,17,146.67,3.64,35.43,0.03,444.82,0.0,,,,,,,,,,,,,,,left_only
47,18,160.18,3.06,52.77,0.03,530.53,0.0,,,,,,,,,,,,,,,left_only
47,19,109.71,2.82,31.83,0.03,369.35999999999996,0.0,,,,,,,,,,,,,,,left_only
47,20,150.5,2.69,46.31,0.04,489.3,0.0,,,,,,,,,,,,,,,left_only
47,21,186.51,3.77,58.61,0.03,603.81,0.0,,,,,,,,,,,,,,,left_only
47,22,112.74,2.26,43.45,0.02,406.49,0.0,,,,,,,,,,,,,,,left_only
47,23,162.61,2.63,35.8,0.04,447.36,0.0,,,,,,,,,,,,,,,left_only
47,24,141.51,2.25,56.18,0.03,508.65999999999997,0.0,,,,,,,,,,,,,,,left_only
47,25,194.7,3.38,52.26,0.04,580.5,0.0,,,,,,,,,,,,,,,left_only
47,26,145.54,2.75,38.11,0.04,444.84000000000003,0.0,,,,,,,,,,,,,,,left_only
47,27,170.38,3.09,30.79,0.03,431.58,0.0,,,,,,,,,,,,,,,left_only
47,28,102.05,3.69,53.92,0.04,503.90000000000003,0.0,,,,,,,,,,,,,,,left_only
47,29,154.47,3.88,36.69,0.02,454.91999999999996,0.0,,,,,,,,,,,,,,,left_only
47,30,139.57,3.05,30.6,0.02,388.82,0.0,,,,,,,,,,,,,,,left_only
47,31,146.26,3.84,57.21,0.03,558.31,0.0,,,,,,,,,,,,,,,left_only
47,32,164.76,3.12,56.7,0.02,546.26,0.0,,,,,,,,,,,,,,,left_only
47,33,132.68,2.48,32.76,0.04,398.48,0.0,,,,,,,,,,,,,,,left_only
47,34,127.67,2.58,49.31,0.02,458.72,0.0,,,,,,,,,,,,,,,left_only
47,35,156.41,3.58,37.22,0.02,452.01,0.0,,,,,,,,,,,,,,,left_only
47,36,133.42,3.2,45.95,0.03,473.16999999999996,0.0,,,,,,,,,,,,,,,left_only
47,37,146.95,2.28,41.72,0.03,442.54999999999995,0.0,,,,,,,,,,,,,,,left_only
47,38,150.35,2.42,31.92,0.02,390.45000000000005,0.0,,,,,,,,,,,,,,,left_only
47,39,182.74,3.74,47.86,0.02,535.54,0.0,,,,,,,,,,,,,,,left_only
47,40,146.71,3.23,38.83,0.03,451.61,0.0,,,,,,,,,,,,,,,left_only
47,41,153.83,3.12,57.15,0.03,547.58,0.0,,,,,,,,,,,,,,,left_only
47,42,178.76,3.9,35.85,0.03,485.51,0.0,,,,,,,,,,,,,,,left_only
47,43,125.36,3.1,45.49,0.02,450.31000000000006,0.0,,,,,,,,,,,,,,,left_only
47,44,199.1,2.18,34.95,0.03,458.35,0.0,,,,,,,,,,,,,,,left_only
47,45,107.2,2.7,42.45,0.04,426.95,0.0,,,,,,,,,,,,,,,left_only
47,46,104.63,2.08,38.84,0.02,370.83000000000004,0.0,,,,,,,,,,,,,,,left_only
47,47,178.46,3.21,53.73,0.03,557.36,0.0,,,,,,,,,,,,,,,left_only
47,48,167.33,2.49,56.47,0.02,531.9300000000001,0.0,,,,,,,,,,,,,,,left_only
47,49,151.44,2.28,37.37,0.03,425.28999999999996,0.0,,,,,,,,,,,,,,,left_only
47,50,189.73,2.69,46.89,0.03,521.4300000000001,0.0,,,,,,,,,,,,,,,left_only
47,51,143.46,2.13,52.09,0.03,487.1600000000001,0.0,,,,,,,,,,,,,,,left_only
47,52,144.37,2.16,37.05,0.04,423.62,0.0,,,,,,,,,,,,,,,left_only
47,53,147.38,3.63,46.36,0.03,499.93,0.0,,,,,,,,,,,,,,,left_only
47,54,140.46,3.1,55.27,0.03,524.3100000000001,0.0,,,,,,,,,,,,,,,left_only
47,55,161.16,2.66,43.8,0.04,486.65999999999997,0.0,,,,,,,,,,,,,,,left_only
47,56,106.75,2.29,38.43,0.04,396.15,0.0,,,,,,,,,,,,,,,left_only
47,57,149.41,2.02,51.47,0.03,487.26,0.0,,,,,,,,,,,,,,,left_only
47,58,128.76,2.88,43.31,0.04,457.31,0.0,,,,,,,,,,,,,,,left_only
47,59,169.73,2.53,56.08,0.03,543.38,0.0,,,,,,,,,,,,,,,left_only
47,60,185.67,2.01,46.59,0.02,488.87,0.0,,,,,,,,,,,,,,,left_only
47,61,168.16,3.04,46.46,0.03,506.46000000000004,0.0,,,,,,,,,,,,,,,left_only
47,62,158.66,3.28,33.2,0.03,436.65999999999997,0.0,,,,,,,,,,,,,,,left_only
47,63,132.25,2.78,35.57,0.03,409.6,0.0,,,,,,,,,,,,,,,left_only
47,64,193.99,2.73,32.04,0.03,452.44,0.0,,,,,,,,,,,,,,,left_only
47,65,174.52,2.62,56.95,0.02,544.77,0.0,,,,,,,,,,,,,,,left_only
47,66,173.62,2.25,45.54,0.04,497.57,0.0,,,,,,,,,,,,,,,left_only
47,67,138.13,2.1,46.11,0.03,451.18,0.0,,,,,,,,,,,,,,,left_only
47,68,131.77,2.77,43.64,0.03,449.22,0.0,,,,,,,,,,,,,,,left_only
47,69,109.44,3.2,44.98,0.03,444.34,0.0,,,,,,,,,,,,,,,left_only
47,70,159.67,3.76,56.07,0.02,554.02,0.0,,,,,,,,,,,,,,,left_only
47,71,156.15,2.58,38.92,0.02,435.25,0.0,,,,,,,,,,,,,,,left_only
47,72,199.42,2.04,49.65,0.03,528.67,0.0,,,,,,,,,,,,,,,left_only
47,73,159.7,3.97,58.48,0.02,571.3499999999999,0.0,,,,,,,,,,,,,,,left_only
47,74,172.04,3.42,42.52,0.04,510.14,0.0,,,,,,,,,,,,,,,left_only
47,75,175.8,2.58,54.42,0.03,542.4000000000001,0.0,,,,,,,,,,,,,,,left_only
47,76,119.04,2.28,33.13,0.04,381.69,0.0,,,,,,,,,,,,,,,left_only
47,77,134.21,2.45,45.64,0.03,453.65999999999997,0.0,,,,,,,,,,,,,,,left_only
47,78,127.21,3.61,33.62,0.04,425.55999999999995,0.0,,,,,,,,,,,,,,,left_only
47,79,159.34,3.05,37.63,0.04,463.74,0.0,,,,,,,,,,,,,,,left_only
47,80,161.95,2.8,31.64,0.04,430.15,0.0,,,,,,,,,,,,,,,left_only
47,81,122.91,2.54,55.18,0.02,482.30999999999995,0.0,,,,,,,,,,,,,,,left_only
47,82,151.55,3.71,42.27,0.03,485.65000000000003,0.0,,,,,,,,,,,,,,,left_only
47,83,142.01,2.97,36.71,0.03,429.81,0.0,,,,,,,,,,,,,,,left_only
47,84,190.54,2.58,55.44,0.03,562.24,0.0,,,,,,,,,,,,,,,left_only
47,85,192.7,3.74,35.19,0.03,492.15,0.0,,,,,,,,,,,,,,,left_only
47,86,116.9,2.72,53.77,0.02,473.75,0.0,,,,,,,,,,,,,,,left_only
47,87,105.05,2.46,54.09,0.03,467.00000000000006,0.0,,,,,,,,,,,,,,,left_only
47,88,151.81,2.12,33.39,0.04,411.76,0.0,,,,,,,,,,,,,,,left_only
47,89,122.49,3.45,32.35,0.04,410.49,0.0,,,,,,,,,,,,,,,left_only
47,90,155.57,3.1,59.79,0.03,562.02,0.0,,,,,,,,,,,,,,,left_only
47,91,134.32,3.23,53.63,0.02,503.22,0.0,,,,,,,,,,,,,,,left_only
47,92,184.39,3.82,55.66,0.02,578.1899999999999,0.0,,,,,,,,,,,,,,,left_only
47,93,134.21,3.21,32.02,0.02,394.56000000000006,0.0,,,,,,,,,,,,,,,left_only
47,94,148.45,3.07,56.33,0.03,536.8499999999999,0.0,,,,,,,,,,,,,,,left_only
47,95,142.21,2.83,37.12,0.02,418.56,0.0,,,,,,,,,,,,,,,left_only
47,96,103.6,2.98,53.34,0.03,474.80000000000007,0.0,,,,,,,,,,,,,,,left_only
47,97,117.1,3.45,44.92,0.03,457.95000000000005,0.0,,,,,,,,,,,,,,,left_only
47,98,166.3,3.03,50.95,0.03,526.8,0.0,,,,,,,,,,,,,,,left_only
47,99,116.24,3.41,37.25,0.03,417.74,0.0,,,,,,,,,,,,,,,left_only
48,0,129.92,2.54,45.5,0.03,450.91999999999996,0.0,,,,,,,,,,,,,,,left_only
48,1,154.6,2.38,49.23,0.03,490.25,0.0,,,,,,,,,,,,,,,left_only
48,2,129.13,2.52,38.73,0.02,405.78,0.0,,,,,,,,,,,,,,,left_only
48,3,125.13,2.75,48.95,0.03,468.63,0.0,,,,,,,,,,,,,,,left_only
48,4,191.84,3.73,34.72,0.03,488.69000000000005,0.0,,,,,,,,,,,,,,,left_only
48,5,131.55,2.57,44.67,0.04,459.15000000000003,0.0,,,,,,,,,,,,,,,left_only
48,6,128.09,3.31,43.57,0.02,448.69,0.0,,,,,,,,,,,,,,,left_only
48,7,133.72,2.09,31.33,0.04,382.62,0.0,,,,,,,,,,,,,,,left_only
48,8,196.66,2.49,32.13,0.02,439.56000000000006,0.0,,,,,,,,,,,,,,,left_only
48,9,108.52,3.28,54.14,0.03,491.21999999999997,0.0,,,,,,,,,,,,,,,left_only
48,10,188.06,3.76,49.44,0.03,559.26,0.0,,,,,,,,,,,,,,,left_only
48,11,199.66,2.3,52.31,0.04,558.71,0.0,,,,,,,,,,,,,,,left_only
48,12,102.75,2.35,36.72,0.03,375.1,0.0,,,,,,,,,,,,,,,left_only
48,13,125.85,2.54,39.95,0.03,419.1,0.0,,,,,,,,,,,,,,,left_only
48,14,155.39,2.68,48.5,0.02,484.89,0.0,,,,,,,,,,,,,,,left_only
48,15,164.3,3.67,50.27,0.04,547.4000000000001,0.0,,,,,,,,,,,,,,,left_only
48,16,153.66,3.73,47.89,0.03,516.36,0.0,,,,,,,,,,,,,,,left_only
48,17,150.74,3.6,54.18,0.02,531.64,0.0,,,,,,,,,,,,,,,left_only
48,18,126.77,2.2,31.58,0.03,369.66999999999996,0.0,,,,,,,,,,,,,,,left_only
48,19,125.97,3.72,55.04,0.02,514.17,0.0,,,,,,,,,,,,,,,left_only
48,20,159.82,2.63,45.23,0.03,481.71999999999997,0.0,,,,,,,,,,,,,,,left_only
48,21,145.32,2.27,56.61,0.02,505.12,0.0,,,,,,,,,,,,,,,left_only
48,22,191.89,3.91,37.48,0.03,507.03999999999996,0.0,,,,,,,,,,,,,,,left_only
48,23,171.48,2.99,31.78,0.03,435.13,0.0,,,,,,,,,,,,,,,left_only
48,24,127.33,2.08,45.9,0.03,438.83,0.0,,,,,,,,,,,,,,,left_only
48,25,139.88,3.87,33.59,0.02,424.58000000000004,0.0,,,,,,,,,,,,,,,left_only
48,26,111.41,2.09,37.69,0.04,392.11,0.0,,,,,,,,,,,,,,,left_only
48,27,139.12,2.51,53.12,0.04,507.46999999999997,0.0,,,,,,,,,,,,,,,left_only
48,28,149.12,2.28,43.48,0.04,463.52,0.0,,,,,,,,,,,,,,,left_only
48,29,149.76,2.59,52.76,0.04,518.31,0.0,,,,,,,,,,,,,,,left_only
48,30,116.87,3.68,34.66,0.02,402.16999999999996,0.0,,,,,,,,,,,,,,,left_only
48,31,116.49,3.52,40.12,0.04,445.09000000000003,0.0,,,,,,,,,,,,,,,left_only
48,32,172.15,3.23,56.45,0.02,555.15,0.0,,,,,,,,,,,,,,,left_only
48,33,144.12,3.73,31.39,0.03,424.32,0.0,,,,,,,,,,,,,,,left_only
48,34,128.92,3.49,40.46,0.02,438.47,0.0,,,,,,,,,,,,,,,left_only
48,35,136.49,3.28,57.53,0.02,526.14,0.0,,,,,,,,,,,,,,,left_only
48,36,192.38,2.76,58.3,0.03,582.88,0.0,,,,,,,,,,,,,,,left_only
48,37,115.0,2.09,39.01,0.04,402.29999999999995,0.0,,,,,,,,,,,,,,,left_only
48,38,122.12,3.03,39.63,0.02,416.02,0.0,,,,,,,,,,,,,,,left_only
48,39,107.39,2.05,58.14,0.03,479.34,0.0,,,,,,,,,,,,,,,left_only
48,40,188.58,2.83,40.52,0.04,501.93000000000006,0.0,,,,,,,,,,,,,,,left_only
48,41,188.96,2.56,32.53,0.03,445.61,0.0,,,,,,,,,,,,,,,left_only
48,42,165.95,3.82,60.0,0.03,591.45,0.0,,,,,,,,,,,,,,,left_only
48,43,121.14,2.33,42.7,0.02,412.89,0.0,,,,,,,,,,,,,,,left_only
48,44,110.84,2.24,34.78,0.04,380.74,0.0,,,,,,,,,,,,,,,left_only
48,45,140.08,2.53,50.67,0.04,496.68000000000006,0.0,,,,,,,,,,,,,,,left_only
48,46,115.69,2.13,46.6,0.03,431.94,0.0,,,,,,,,,,,,,,,left_only
48,47,121.55,3.02,38.65,0.03,420.3,0.0,,,,,,,,,,,,,,,left_only
48,48,130.14,2.38,51.73,0.03,478.28999999999996,0.0,,,,,,,,,,,,,,,left_only
48,49,160.51,2.36,30.42,0.03,401.61,0.0,,,,,,,,,,,,,,,left_only
48,50,190.38,3.99,48.03,0.03,560.28,0.0,,,,,,,,,,,,,,,left_only
48,51,186.34,3.89,40.43,0.03,515.74,0.0,,,,,,,,,,,,,,,left_only
48,52,121.42,2.49,46.57,0.02,436.52,0.0,,,,,,,,,,,,,,,left_only
48,53,142.65,3.71,56.8,0.03,549.4,0.0,,,,,,,,,,,,,,,left_only
48,54,107.81,3.36,32.53,0.04,394.46000000000004,0.0,,,,,,,,,,,,,,,left_only
48,55,120.54,3.4,46.78,0.03,469.44000000000005,0.0,,,,,,,,,,,,,,,left_only
48,56,124.66,2.98,34.77,0.03,403.01,0.0,,,,,,,,,,,,,,,left_only
48,57,116.49,3.01,41.33,0.02,418.39,0.0,,,,,,,,,,,,,,,left_only
48,58,177.06,3.43,35.69,0.04,481.26,0.0,,,,,,,,,,,,,,,left_only
48,59,194.99,3.21,54.73,0.02,568.89,0.0,,,,,,,,,,,,,,,left_only
48,60,102.56,2.12,47.33,0.03,422.21,0.0,,,,,,,,,,,,,,,left_only
48,61,185.93,2.17,32.99,0.04,445.13,0.0,,,,,,,,,,,,,,,left_only
48,62,151.47,3.06,47.81,0.03,497.02,0.0,,,,,,,,,,,,,,,left_only
48,63,179.09,3.46,43.92,0.02,505.19000000000005,0.0,,,,,,,,,,,,,,,left_only
48,64,112.43,2.47,41.29,0.04,420.63,0.0,,,,,,,,,,,,,,,left_only
48,65,110.69,3.74,58.41,0.02,516.24,0.0,,,,,,,,,,,,,,,left_only
48,66,124.31,3.74,50.27,0.03,499.16,0.0,,,,,,,,,,,,,,,left_only
48,67,193.42,2.86,39.05,0.03,490.16999999999996,0.0,,,,,,,,,,,,,,,left_only
48,68,105.5,2.8,39.28,0.04,411.9,0.0,,,,,,,,,,,,,,,left_only
48,69,176.69,2.52,51.8,0.04,538.69,0.0,,,,,,,,,,,,,,,left_only
48,70,147.86,3.7,33.15,0.02,426.11,0.0,,,,,,,,,,,,,,,left_only
48,71,147.31,3.76,33.33,0.03,437.96,0.0,,,,,,,,,,,,,,,left_only
48,72,142.07,2.54,52.72,0.02,489.17,0.0,,,,,,,,,,,,,,,left_only
48,73,117.59,3.0,40.85,0.02,416.84000000000003,0.0,,,,,,,,,,,,,,,left_only
48,74,123.37,2.95,42.34,0.03,438.82000000000005,0.0,,,,,,,,,,,,,,,left_only
48,75,119.73,3.41,50.98,0.03,489.88,0.0,,,,,,,,,,,,,,,left_only
48,76,147.87,2.55,59.12,0.04,547.22,0.0,,,,,,,,,,,,,,,left_only
48,77,172.88,2.04,37.95,0.04,453.63,0.0,,,,,,,,,,,,,,,left_only
48,78,197.68,2.21,49.78,0.02,521.83,0.0,,,,,,,,,,,,,,,left_only
48,79,158.67,2.3,36.21,0.03,427.22,0.0,,,,,,,,,,,,,,,left_only
48,80,125.47,3.15,45.09,0.03,459.67,0.0,,,,,,,,,,,,,,,left_only
48,81,116.1,2.95,55.54,0.03,497.54999999999995,0.0,,,,,,,,,,,,,,,left_only
48,82,190.5,2.6,35.43,0.04,472.65,0.0,,,,,,,,,,,,,,,left_only
48,83,103.55,2.68,44.41,0.02,412.6,0.0,,,,,,,,,,,,,,,left_only
48,84,156.58,3.43,32.12,0.04,442.93,0.0,,,,,,,,,,,,,,,left_only
48,85,161.11,3.93,33.9,0.02,448.86,0.0,,,,,,,,,,,,,,,left_only
48,86,160.04,3.11,35.38,0.04,454.69,0.0,,,,,,,,,,,,,,,left_only
48,87,184.99,3.45,52.89,0.04,575.69,0.0,,,,,,,,,,,,,,,left_only
48,88,163.13,3.38,35.25,0.03,453.88,0.0,,,,,,,,,,,,,,,left_only
48,89,162.39,2.42,55.18,0.04,538.79,0.0,,,,,,,,,,,,,,,left_only
48,90,154.07,3.43,43.94,0.03,489.52,0.0,,,,,,,,,,,,,,,left_only
48,91,131.69,2.43,31.68,0.04,390.84000000000003,0.0,,,,,,,,,,,,,,,left_only
48,92,178.55,2.26,39.81,0.04,474.1,0.0,,,,,,,,,,,,,,,left_only
48,93,129.19,2.9,51.43,0.02,478.84,0.0,,,,,,,,,,,,,,,left_only
48,94,154.37,3.65,58.74,0.03,569.3199999999999,0.0,,,,,,,,,,,,,,,left_only
48,95,151.98,3.98,38.14,0.03,472.17999999999995,0.0,,,,,,,,,,,,,,,left_only
48,96,106.43,3.66,54.31,0.03,499.48,0.0,,,,,,,,,,,,,,,left_only
48,97,172.88,3.03,39.73,0.04,487.28,0.0,,,,,,,,,,,,,,,left_only
48,98,174.64,3.53,36.35,0.03,474.64,0.0,,,,,,,,,,,,,,,left_only
48,99,106.47,3.26,49.8,0.02,456.97,0.0,,,,,,,,,,,,,,,left_only
49,0,182.67,3.97,59.56,0.03,609.72,0.0,,,,,,,,,,,,,,,left_only
49,1,193.65,3.53,37.74,0.02,490.6,0.0,,,,,,,,,,,,,,,left_only
49,2,102.9,3.18,43.27,0.03,428.75,0.0,,,,,,,,,,,,,,,left_only
49,3,112.87,2.8,41.29,0.04,429.32,0.0,,,,,,,,,,,,,,,left_only
49,4,142.94,3.1,38.35,0.02,432.19,0.0,,,,,,,,,,,,,,,left_only
49,5,189.78,2.02,41.92,0.03,479.88,0.0,,,,,,,,,,,,,,,left_only
49,6,136.38,2.29,35.34,0.04,410.33000000000004,0.0,,,,,,,,,,,,,,,left_only
49,7,131.72,2.66,31.53,0.02,375.87,0.0,,,,,,,,,,,,,,,left_only
49,8,116.51,2.86,49.4,0.02,455.01,0.0,,,,,,,,,,,,,,,left_only
49,9,161.48,2.9,59.38,0.03,560.88,0.0,,,,,,,,,,,,,,,left_only
49,10,149.43,2.11,43.26,0.02,438.48,0.0,,,,,,,,,,,,,,,left_only
49,11,101.51,3.08,43.51,0.02,416.05999999999995,0.0,,,,,,,,,,,,,,,left_only
49,12,109.27,3.55,57.06,0.04,523.3199999999999,0.0,,,,,,,,,,,,,,,left_only
49,13,121.14,2.85,37.11,0.02,397.94,0.0,,,,,,,,,,,,,,,left_only
49,14,121.08,2.95,48.71,0.03,468.38,0.0,,,,,,,,,,,,,,,left_only
49,15,117.74,3.8,39.6,0.04,450.74,0.0,,,,,,,,,,,,,,,left_only
49,16,164.23,2.58,39.1,0.02,444.23,0.0,,,,,,,,,,,,,,,left_only
49,17,157.77,2.17,32.11,0.03,402.57000000000005,0.0,,,,,,,,,,,,,,,left_only
49,18,112.69,2.97,51.78,0.04,485.84,0.0,,,,,,,,,,,,,,,left_only
49,19,141.43,3.52,37.83,0.02,438.58,0.0,,,,,,,,,,,,,,,left_only
49,20,186.24,3.5,53.39,0.03,570.69,0.0,,,,,,,,,,,,,,,left_only
49,21,182.33,3.6,53.54,0.04,580.03,0.0,,,,,,,,,,,,,,,left_only
49,22,199.64,2.31,30.54,0.03,440.09,0.0,,,,,,,,,,,,,,,left_only
49,23,100.03,2.35,59.95,0.02,478.53,0.0,,,,,,,,,,,,,,,left_only
49,24,145.96,2.05,56.88,0.04,521.61,0.0,,,,,,,,,,,,,,,left_only
49,25,149.69,3.6,41.41,0.02,466.74,0.0,,,,,,,,,,,,,,,left_only
49,26,199.01,3.67,47.18,0.02,546.66,0.0,,,,,,,,,,,,,,,left_only
49,27,103.59,3.9,52.91,0.02,485.64,0.0,,,,,,,,,,,,,,,left_only
49,28,161.43,2.22,59.39,0.03,543.88,0.0,,,,,,,,,,,,,,,left_only
49,29,131.38,3.2,55.7,0.03,519.88,0.0,,,,,,,,,,,,,,,left_only
49,30,120.52,2.22,40.61,0.02,399.07000000000005,0.0,,,,,,,,,,,,,,,left_only
49,31,150.79,3.18,46.94,0.03,494.99,0.0,,,,,,,,,,,,,,,left_only
49,32,179.69,2.44,49.74,0.04,529.39,0.0,,,,,,,,,,,,,,,left_only
49,33,165.56,3.89,48.68,0.02,526.21,0.0,,,,,,,,,,,,,,,left_only
49,34,114.7,3.1,32.95,0.04,396.95,0.0,,,,,,,,,,,,,,,left_only
49,35,173.81,2.48,46.06,0.04,506.11,0.0,,,,,,,,,,,,,,,left_only
49,36,111.95,2.46,55.94,0.02,473.15,0.0,,,,,,,,,,,,,,,left_only
49,37,166.71,3.49,58.27,0.03,575.3100000000001,0.0,,,,,,,,,,,,,,,left_only
49,38,159.49,3.77,35.55,0.02,451.49,0.0,,,,,,,,,,,,,,,left_only
49,39,181.66,3.2,58.78,0.02,575.56,0.0,,,,,,,,,,,,,,,left_only
49,40,174.66,2.43,42.61,0.02,468.46000000000004,0.0,,,,,,,,,,,,,,,left_only
49,41,174.91,3.3,33.02,0.03,452.51,0.0,,,,,,,,,,,,,,,left_only
49,42,135.97,3.56,37.66,0.02,433.27,0.0,,,,,,,,,,,,,,,left_only
49,43,153.74,2.7,45.85,0.02,470.49,0.0,,,,,,,,,,,,,,,left_only
49,44,173.08,3.01,56.94,0.03,563.03,0.0,,,,,,,,,,,,,,,left_only
49,45,183.35,3.87,48.99,0.04,565.0500000000001,0.0,,,,,,,,,,,,,,,left_only
49,46,190.03,2.63,37.98,0.03,475.67999999999995,0.0,,,,,,,,,,,,,,,left_only
49,47,105.74,3.91,35.76,0.03,412.28999999999996,0.0,,,,,,,,,,,,,,,left_only
49,48,166.15,3.79,47.78,0.02,519.8,0.0,,,,,,,,,,,,,,,left_only
49,49,156.87,3.25,54.61,0.02,531.1700000000001,0.0,,,,,,,,,,,,,,,left_only
49,50,140.85,2.46,54.73,0.04,516.0,0.0,,,,,,,,,,,,,,,left_only
49,51,138.23,2.93,40.95,0.04,456.23,0.0,,,,,,,,,,,,,,,left_only
49,52,143.36,3.69,37.24,0.02,441.81000000000006,0.0,,,,,,,,,,,,,,,left_only
49,53,141.19,3.01,52.41,0.04,518.49,0.0,,,,,,,,,,,,,,,left_only
49,54,153.41,2.09,36.07,0.03,416.01,0.0,,,,,,,,,,,,,,,left_only
49,55,107.05,3.93,48.3,0.04,486.8,0.0,,,,,,,,,,,,,,,left_only
49,56,122.38,3.25,51.76,0.03,492.43,0.0,,,,,,,,,,,,,,,left_only
49,57,130.48,3.05,53.27,0.02,493.08000000000004,0.0,,,,,,,,,,,,,,,left_only
49,58,145.63,3.78,33.18,0.03,436.03,0.0,,,,,,,,,,,,,,,left_only
49,59,137.32,3.89,36.06,0.03,444.87,0.0,,,,,,,,,,,,,,,left_only
49,60,196.38,3.9,31.7,0.03,482.38,0.0,,,,,,,,,,,,,,,left_only
49,61,158.36,2.58,51.65,0.04,521.11,0.0,,,,,,,,,,,,,,,left_only
49,62,171.1,3.51,46.06,0.03,519.1500000000001,0.0,,,,,,,,,,,,,,,left_only
49,63,142.43,2.44,58.73,0.02,517.0799999999999,0.0,,,,,,,,,,,,,,,left_only
49,64,194.29,3.84,43.09,0.03,535.74,0.0,,,,,,,,,,,,,,,left_only
49,65,100.35,2.43,55.94,0.03,470.79999999999995,0.0,,,,,,,,,,,,,,,left_only
49,66,100.4,3.77,46.56,0.03,457.45000000000005,0.0,,,,,,,,,,,,,,,left_only
49,67,161.68,2.09,57.76,0.02,522.73,0.0,,,,,,,,,,,,,,,left_only
49,68,191.61,2.18,59.14,0.03,571.81,0.0,,,,,,,,,,,,,,,left_only
49,69,196.85,2.94,32.68,0.02,453.75,0.0,,,,,,,,,,,,,,,left_only
49,70,134.52,3.2,43.57,0.03,462.37,0.0,,,,,,,,,,,,,,,left_only
